"sqrt_distance","log_landsize","Lattitude","Longtitude","rooms_cat","year_built_cat","car_cat","Regionname","Type","Method","Price","log_price"
-1.17298440981844,-0.589103062765804,-0.538152445201312,-0.307802675047047,"Medianas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","S",2350000,6.37106786227174
-1.17298440981844,-0.483363600463414,-0.488908746565119,-0.32412200890031,"Medianas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",2956000,6.47070442972279
-1.17298440981844,0.74886446083176,-0.485120769746909,-0.306842714232117,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","u","S",535000,5.72835378202123
-1.17298440981844,-1.44716692778799,-0.543203080958866,-0.279003850600241,"Pequeñas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","VB",1690000,6.22788670461367
-1.17298440981844,-1.96650712025999,-0.569718918686157,-0.268444281636285,"Pequeñas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",1515000,6.18041263283832
-1.17298440981844,-1.5716865046525,-0.588658802777028,-0.264604438376566,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","u","SP",7e+05,5.84509804001426
-1.17298440981844,-0.537478782021693,-0.526788514746861,-0.339481381938643,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",2360000,6.37291200297011
-1.17298440981844,-0.894516716659864,-0.528051173686205,-0.341401303568502,"Medianas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",2005000,6.3021143769562
-1.17298440981844,-1.66529982550802,-0.582345508080041,-0.254044869412882,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1025000,6.01072386539177
-1.17298440981844,-1.3846673732126,-0.515424584292321,-0.3039628317876,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1920000,6.28330122870355
-1.17298440981844,-1.15318911558513,-0.56340562398917,-0.306842714232117,"Medianas","Moderna","2_o_más_plazas","Southern_Metropolitan","h","S",2623000,6.41879829059035
-1.17298440981844,-1.3846673732126,-0.534364468383192,-0.344281186013292,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","SP",1630000,6.21218760440396
-1.17298440981844,-0.912717980110565,-0.485120769746909,-0.348121029272739,"Medianas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","PI",1910000,6.28103336724773
0.429696824858028,1.54729708367598,-0.139152220353676,1.12637878241048,"Grandes","Desconocido","2_o_más_plazas","Eastern_Metropolitan","h","S",2850000,6.45484486000851
0.429696824858028,0.455235454804435,-0.0899085217173935,1.1071795661127,"Pequeñas","Moderna","2_o_más_plazas","Eastern_Metropolitan","u","S",750000,5.8750612633917
0.429696824858028,-0.260211933545427,-0.038139505202334,1.0841405065552,"Grandes","Moderna","2_o_más_plazas","Eastern_Metropolitan","h","PI",1400000,6.14612803567824
0.429696824858028,1.18112855956277,-0.0343515283842136,1.07166101596139,"Grandes","Desconocido","2_o_más_plazas","Eastern_Metropolitan","h","S",2714000,6.43360984332372
0.429696824858028,2.04865271843544,-0.108848405808265,1.12541882159583,"Grandes","Desconocido","2_o_más_plazas","Eastern_Metropolitan","h","PI",2350000,6.37106786227174
0.429696824858028,1.0178905274788,-0.171981352777865,1.11197937018708,"Grandes","Antigua","2_o_más_plazas","Eastern_Metropolitan","h","S",2200000,6.34242268082221
0.429696824858028,-1.43805597877983,-0.0848578859598399,1.11005944855722,"Pequeñas","Desconocido","Hasta_1_plaza","Eastern_Metropolitan","t","PI",660000,5.81954393554187
0.429696824858028,-0.357016817434376,-0.097484475353724,1.08030066329548,"Medianas","Moderna","2_o_más_plazas","Eastern_Metropolitan","t","S",1310000,6.11727129565576
0.429696824858028,0.521053253571695,-0.103797770050711,1.12253893915104,"Pequeñas","Antigua","Hasta_1_plaza","Eastern_Metropolitan","u","S",540000,5.73239375982297
0.429696824858028,0.838229256903435,-0.0356141873235572,1.07550085922111,"Grandes","Antigua","2_o_más_plazas","Eastern_Metropolitan","h","S",2335000,6.36828688490213
0.429696824858028,0.491733053492388,-0.135364243535466,1.11485925263187,"Grandes","Antigua","Hasta_1_plaza","Eastern_Metropolitan","h","S",2e+06,6.30102999566398
0.429696824858028,0.66051599523904,-0.132838925656689,1.14173815544909,"Grandes","Antigua","Hasta_1_plaza","Eastern_Metropolitan","h","S",1815000,6.25887662937213
0.429696824858028,0.455235454804435,-0.0899085217173935,1.1071795661127,"Pequeñas","Moderna","2_o_más_plazas","Eastern_Metropolitan","u","VB",725000,5.86033800657099
0.429696824858028,2.15002071410574,-0.121474995202238,1.14173815544909,"Grandes","Antigua","2_o_más_plazas","Eastern_Metropolitan","h","PI",3900000,6.5910646070265
0.429696824858028,-0.698804846776489,-0.129050948838569,1.11869909589132,"Medianas","Moderna","2_o_más_plazas","Eastern_Metropolitan","t","S",1200000,6.07918124604763
0.429696824858028,0.521053253571695,-0.105060428990144,1.13117858648513,"Medianas","Antigua","2_o_más_plazas","Eastern_Metropolitan","h","S",1564000,6.19423674872383
0.429696824858028,0.455235454804435,-0.0899085217173935,1.1071795661127,"Pequeñas","Moderna","Hasta_1_plaza","Eastern_Metropolitan","u","VB",520000,5.7160033436348
-0.48891753192808,-0.847167473987116,0.527531699644931,-0.706186413229861,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","u","S",670000,5.82607480270083
-0.48891753192808,0.577817063108963,0.576775398281214,-0.830021358351726,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",1715000,6.23426412437879
-0.48891753192808,-0.418685511523469,0.507329156614717,-0.854980339539085,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","h","S",1055000,6.02325245963371
-0.48891753192808,-0.542089700974688,0.521218404948034,-0.694666883450975,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","S",348000,5.54157924394658
-0.48891753192808,0.468232008536341,0.596977941311518,-0.856900261168672,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",1780000,6.25042000230889
-0.48891753192808,0.399668314872649,0.497227885099609,-0.686987196931808,"Grandes","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",1730000,6.2380461031288
-0.48891753192808,-0.542089700974688,0.494702567220833,-0.701386609155211,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",1440000,6.15836249209525
-0.48891753192808,-0.142379231565733,0.502278520857163,-0.852100457094295,"Grandes","Antigua","Hasta_1_plaza","Western_Metropolitan","h","SP",1225000,6.08813608870055
-0.48891753192808,-0.36507543108103,0.545208924796459,-0.832901240796243,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","PI",990000,5.99563519459755
-0.48891753192808,0.428853731134236,0.605816553887192,-0.622669822333688,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",1400000,6.14612803567824
-0.48891753192808,0.0333531966204849,0.637383027372037,-0.63802919537202,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",1170000,6.06818586174616
-0.48891753192808,-0.981679232267751,0.499753202978386,-0.850180535464435,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","u","S",675000,5.82930377283103
-0.48891753192808,-0.418685511523469,0.50480383873594,-0.852100457094295,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","SP",880000,5.94448267215017
-0.48891753192808,-0.00305104607731335,0.489651931463189,-0.649548725150906,"Grandes","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",1530000,6.1846914308176
-0.48891753192808,0.0452691228076521,0.487126613584412,-0.715786021378614,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","PI",1350000,6.13033376849501
-0.48891753192808,-0.478952155918157,0.490914590402622,-0.830981319166383,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","u","VB",420000,5.6232492903979
-0.48891753192808,0.512742017177733,0.581826034038768,-0.756104375604579,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",2400000,6.38021124171161
-0.48891753192808,-0.847167473987116,0.527531699644931,-0.706186413229861,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","S",565000,5.75204844781944
-0.48891753192808,0.13137976957698,0.578038057220647,-0.626509665593134,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",1211000,6.08314414314305
-0.48891753192808,0.442110220230583,0.502278520857163,-0.743624885010763,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","PI",1395000,6.14457420760962
-0.48891753192808,-0.0757502403421311,0.492177249341966,-0.782023317607141,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",1630000,6.21218760440396
-0.48891753192808,0.051187158808277,0.525006381766154,-0.826181515092006,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",1160000,6.06445798922692
-0.48891753192808,-0.118676262820051,0.62728175585684,-0.641869038631467,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",1065000,6.02734960777476
-0.48891753192808,0.0629445561688513,0.494702567220833,-0.584271389737583,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",1361500,6.13401764567598
-0.48891753192808,-0.864725848064166,0.569199444644883,-0.81754186775791,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",945000,5.97543180850926
-0.48891753192808,-0.439896169825024,0.552784878432789,-0.795462769015341,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","u","SP",360000,5.55630250076729
-0.48891753192808,-0.478952155918157,0.498490544038953,-0.81850182857284,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",860000,5.93449845124357
-0.48891753192808,-0.709242994112655,0.482075977826859,-0.682187392857432,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",1260000,6.10037054511756
-0.48891753192808,-0.730369144215253,0.607079212826626,-0.622669822333688,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","h","S",1505000,6.17753649992986
-0.48891753192808,2.01887672050325,0.521218404948034,-0.694666883450975,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","t","VB",515000,5.71180722904119
-0.48891753192808,0.372145432907984,0.513642451311614,-0.594830958701539,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","VB",1100000,6.04139268515823
-0.48891753192808,0.142449878688861,0.473237365251095,-0.753224493159789,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","VB",330000,5.51851393987789
-0.48891753192808,0.317740526102679,0.497227885099609,-0.628429587222994,"Grandes","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",1322000,6.12123145514962
-0.48891753192808,-0.847167473987116,0.511117133432837,-0.73114539441722,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",1015000,6.00646604224923
-0.48891753192808,-0.418685511523469,0.509854474493494,-0.841540888130339,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","VB",750000,5.8750612633917
-0.48891753192808,-0.795846050812686,0.50480383873594,-0.724425668713256,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",1013000,6.00560944536028
-0.48891753192808,-0.452787401357494,0.487126613584412,-0.827141475906936,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","VB",840000,5.92427928606188
-0.48891753192808,0.142449878688861,0.480813318887515,-0.761864140493885,"Grandes","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",1150000,6.06069784035361
-0.48891753192808,0.533423214518686,0.586876669796321,-0.835781123241032,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","VB",1900000,6.27875360095283
-0.48891753192808,-0.937381721538064,0.579300716159991,-0.836741084055962,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","t","S",890500,5.94963392379926
-0.48891753192808,0.476826125265408,0.503541179796507,-0.598670801961259,"Grandes","Moderna","2_o_más_plazas","Western_Metropolitan","h","S",2340000,6.36921585741014
-0.48891753192808,-0.0154113954157135,0.489651931463189,-0.651468646780493,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",1370000,6.13672056715641
-0.48891753192808,0.125809854397402,0.607079212826626,-0.633229391297371,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",1310000,6.11727129565576
-0.48891753192808,0.397396441373167,0.514905110251047,-0.761864140493885,"Grandes","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","SP",1833000,6.26316246496222
-0.48891753192808,-0.603538463439471,0.566674126766107,-0.799302612274787,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",855000,5.93196611472817
-0.48891753192808,0.0091951182637374,0.617180484341733,-0.687947157746738,"Grandes","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",1640000,6.2148438480477
-0.48891753192808,0.0122390641763633,0.487126613584412,-0.626509665593134,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",1480000,6.17026171539496
-0.48891753192808,-0.835589777141692,0.624756437978063,-0.602510645220705,"Pequeñas","Moderna","2_o_más_plazas","Western_Metropolitan","u","SP",672000,5.82736927305382
-0.48891753192808,0.0091951182637374,0.622231120099287,-0.72634559034257,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","u","S",410000,5.61278385671974
-0.48891753192808,-0.975259665908841,0.599503259190295,-0.587151272182373,"Grandes","Moderna","2_o_más_plazas","Western_Metropolitan","t","PI",980000,5.9912260756925
-0.48891753192808,0.142449878688861,0.473237365251095,-0.758024297234166,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","u","VB",440000,5.64345267648619
-0.48891753192808,0.493848996260045,0.556572855250999,-0.81946178938777,"Grandes","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",1275000,6.10551018476997
-0.48891753192808,-0.918841029622447,0.609604530705402,-0.605390527665495,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","t","S",842500,5.92556990954338
-0.48891753192808,0.0091951182637374,0.643696322068934,-0.679307510412642,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","u","VB",265000,5.42324587393681
-0.48891753192808,0.261006899233245,0.490914590402622,-0.741704963380903,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","SP",1425000,6.15381486434453
-0.48891753192808,-0.439896169825024,0.569199444644883,-0.785863160866314,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","t","SP",1345000,6.12872228433843
-0.48891753192808,-0.560695450081814,0.570462103584227,-0.738825080936386,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","h","S",1250000,6.09691001300806
-0.48891753192808,-1.35023328493993,0.579300716159991,-0.564112212624873,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","t","S",870000,5.93951925261862
-0.48891753192808,-1.56168164310626,0.477025342069305,-0.662988176559379,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",801000,5.90363251608424
-0.48891753192808,0.426631370408404,0.607079212826626,-0.858820182798532,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","PI",1725000,6.23678909940929
-0.48891753192808,0.0273548250172305,0.589401987675098,-0.704266491600001,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","u","S",415000,5.61804809671209
-0.48891753192808,-0.118676262820051,0.610867189644836,-0.680267471227572,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","u","SP",650000,5.81291335664286
-0.48891753192808,-1.26786904344074,0.588139328735755,-0.556432526105707,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","u","S",6e+05,5.77815125038364
-0.48891753192808,0.0273548250172305,0.584351351917545,-0.63994911700188,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",1505000,6.17753649992986
-0.48891753192808,-0.618132789148292,0.514905110251047,-0.851140496279365,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",850000,5.92941892571429
-0.48891753192808,0.0091951182637374,0.643696322068934,-0.679307510412642,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","u","S",292000,5.46538285144842
-0.48891753192808,0.0091951182637374,0.502278520857163,-0.866499869317698,"Pequeñas","Antigua","2_o_más_plazas","Western_Metropolitan","h","SP",956000,5.9804578922761
-0.48891753192808,0.711719408757949,0.602028577069072,-0.736905159306526,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",1740000,6.2405492482826
-0.48891753192808,-1.32498227647475,0.535107653281351,-0.73018543360229,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","u","S",574000,5.75891189239797
-0.48891753192808,-0.847167473987116,0.521218404948034,-0.714826060563957,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","VB",470000,5.67209785793572
-0.48891753192808,-0.912717980110565,0.487126613584412,-0.751304571529929,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","t","S",1130000,6.05307844348342
-0.48891753192808,-0.912717980110565,0.607079212826626,-0.611150292554802,"Pequeñas","Desconocido","2_o_más_plazas","Western_Metropolitan","u","SP",730000,5.86332286012046
-0.48891753192808,-0.847167473987116,0.511117133432837,-0.72826551197243,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",831000,5.91960102378411
-0.48891753192808,-0.377255956555411,0.489651931463189,-0.81946178938777,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",930000,5.96848294855393
-0.48891753192808,-0.975259665908841,0.50859181555406,-0.711946178119167,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","VB",8e+05,5.90308998699194
-0.48891753192808,-0.321347279060644,0.554047537372223,-0.831941279981313,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",9e+05,5.95424250943933
-0.48891753192808,-0.900556079554344,0.584351351917545,-0.771463748642912,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",822500,5.91513590662201
-0.48891753192808,0.424405277756847,0.566674126766107,-0.652428607595423,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",1400000,6.14612803567824
-0.48891753192808,-0.784706171286976,0.482075977826859,-0.81754186775791,"Pequeñas","Antigua","2_o_más_plazas","Western_Metropolitan","t","S",8e+05,5.90308998699194
0.868227617069817,0.872036061833838,-1.62403913307795,0.50816401761636,"Medianas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","S",1224000,6.08778141780954
0.868227617069817,0.374460958147346,-1.68969739792624,0.475525349909289,"Medianas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","S",1e+06,6
0.868227617069817,-1.86248217570023,-1.62151381519908,0.425607387535117,"Pequeñas","Moderna","Hasta_1_plaza","Southern_Metropolitan","u","S",380500,5.58035466110659
0.868227617069817,0.790079320218735,-1.61393786156275,0.59840033421677,"Medianas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","SP",1090000,6.03742649794062
0.868227617069817,0.455235454804435,-1.67454549065358,0.609919863995383,"Grandes","Desconocido","2_o_más_plazas","Southern_Metropolitan","h","S",947500,5.97657921864011
0.868227617069817,0.547710442941008,-1.67707080853235,0.580161078733647,"Medianas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","S",1417250,6.15144646566301
0.868227617069817,0.485364884980951,-1.65939358338083,0.494724566207614,"Medianas","Desconocido","2_o_más_plazas","Southern_Metropolitan","h","SP",980000,5.9912260756925
0.868227617069817,0.620772268910035,-1.63666572247183,0.614719668070033,"Medianas","Desconocido","2_o_más_plazas","Southern_Metropolitan","h","S",1110000,6.04532297878666
0.868227617069817,0.539565176992373,-1.68464676216868,0.498564409467334,"Pequeñas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","SP",950000,5.97772360528885
0.868227617069817,-0.406120129648508,-1.70863728201711,0.483205036429001,"Grandes","Moderna","Hasta_1_plaza","Southern_Metropolitan","h","SA",1140000,6.05690485133647
0.868227617069817,-0.427129093333853,-1.71621323565344,0.493764605392684,"Medianas","Desconocido","2_o_más_plazas","Southern_Metropolitan","u","S",931000,5.96894968098134
0.868227617069817,0.392840980318081,-1.63161508671428,0.607039981550866,"Grandes","Antigua","2_o_más_plazas","Southern_Metropolitan","h","S",1e+06,6
0.868227617069817,1.35656825050603,-1.66949485489602,0.499524370282264,"Pequeñas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","u","S",655000,5.81624129999178
0.868227617069817,0.632249724698094,-1.65181762974449,0.584960882808024,"Grandes","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1200000,6.07918124604763
0.868227617069817,0.442110220230583,-1.65939358338083,0.498564409467334,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",987000,5.99431715266964
0.868227617069817,0.281016907273856,-1.68717208004746,0.59840033421677,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",937000,5.97173959088778
0.868227617069817,0.67719090519643,-1.64676699398694,0.444806603832896,"Grandes","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1426000,6.15411952551585
0.868227617069817,-0.613250139567619,-1.70863728201711,0.479365193169282,"Grandes","Moderna","2_o_más_plazas","Southern_Metropolitan","h","S",1016000,6.0068937079479
0.868227617069817,-0.43137113811369,-1.66949485489602,0.524483351469623,"Medianas","Desconocido","2_o_más_plazas","Southern_Metropolitan","t","S",910000,5.95904139232109
0.868227617069817,0.828409672281353,-1.69348537474445,0.443846643017966,"Grandes","Desconocido","2_o_más_plazas","Southern_Metropolitan","h","S",1385000,6.14144977340047
0.868227617069817,0.339296088234068,-1.698536010502,0.554242136731358,"Medianas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","S",901000,5.95472479097906
0.868227617069817,0.718875366013266,-1.60636190792642,0.477445271539422,"Grandes","Moderna","2_o_más_plazas","Southern_Metropolitan","h","S",1300000,6.11394335230684
0.868227617069817,0.381383364804546,-1.60762456686586,0.52832319472907,"Medianas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","S",975000,5.98900461569854
0.868227617069817,0.442110220230583,-1.63035242777485,0.565761666510245,"Grandes","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1070000,6.02938377768521
0.868227617069817,-2.18673119026698,-1.59752329535066,0.518723586580043,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","u","S",639000,5.8055008581584
0.868227617069817,-1.16053338845605,-1.60762456686586,0.59456049095705,"Pequeñas","Moderna","2_o_más_plazas","Southern_Metropolitan","u","S",605000,5.78175537465247
0.868227617069817,0.419941846393703,-1.69348537474445,0.517763625765113,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",960000,5.98227123303957
0.868227617069817,-0.191095816146697,-1.64171635822939,0.564801705695315,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","PI",725000,5.86033800657099
0.868227617069817,0.43770610367979,-1.60509924898708,0.490884722948168,"Medianas","Desconocido","2_o_más_plazas","Southern_Metropolitan","h","S",981000,5.99166900737995
0.868227617069817,0.541606190270829,-1.62656445095673,0.577281196288858,"Medianas","Desconocido","2_o_más_plazas","Southern_Metropolitan","h","SP",975000,5.98900461569854
0.868227617069817,-0.667974669728899,-1.69096005686567,0.50816401761636,"Medianas","Moderna","2_o_más_plazas","Southern_Metropolitan","h","PI",8e+05,5.90308998699194
0.868227617069817,0.417704482381611,-1.66318156019904,0.515843704135526,"Grandes","Desconocido","2_o_más_plazas","Southern_Metropolitan","h","S",921000,5.96425963019685
0.868227617069817,0.117410853571453,-1.63792838141118,0.495684527022544,"Medianas","Moderna","2_o_más_plazas","Southern_Metropolitan","t","S",917000,5.96236933567002
0.868227617069817,0.636053566224814,-1.61520052050219,0.607999942365523,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","PI",890000,5.94939000664491
0.868227617069817,1.78452493742986,-1.59626063641131,0.498564409467334,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1008000,6.00346053210951
0.868227617069817,0.741868994136376,-1.65434294762327,0.484164997243931,"Pequeñas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","S",1191000,6.07591176148278
0.868227617069817,-0.962513049791683,-1.64045369928995,0.501444291911851,"Pequeñas","Moderna","Hasta_1_plaza","Southern_Metropolitan","h","S",776000,5.88986172125819
0.868227617069817,0.616924260801742,-1.66823219595659,0.465925741760809,"Grandes","Antigua","2_o_más_plazas","Southern_Metropolitan","h","S",1035000,6.01494034979294
0.868227617069817,0.547710442941008,-1.64424167610816,0.514883743320597,"Medianas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",920000,5.96378782734556
0.868227617069817,0.408717072617983,-1.64802965292637,0.511043900060877,"Grandes","Moderna","2_o_más_plazas","Southern_Metropolitan","h","S",1160000,6.06445798922692
0.868227617069817,0.442110220230583,-1.62151381519908,0.573441353029411,"Medianas","Moderna","Hasta_1_plaza","Southern_Metropolitan","t","S",8e+05,5.90308998699194
0.868227617069817,0.455235454804435,-1.68969739792624,0.613759707255103,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","u","VB",240000,5.38021124171161
0.868227617069817,-0.894516716659864,-1.63792838141118,0.435206995684143,"Grandes","Moderna","2_o_más_plazas","Southern_Metropolitan","t","S",1105000,6.04336227802113
-0.180385690308338,-0.478952155918157,-0.416937187019755,-1.00089438340352,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","SP",1025000,6.01072386539177
-0.180385690308338,-1.06124137839197,-0.385370713535,-1.11128987711664,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","h","SP",9e+05,5.95424250943933
-0.180385690308338,-0.560695450081814,-0.488908746565119,-1.14392854482316,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","t","S",962000,5.98317507203781
-0.180385690308338,-0.757259272348295,-0.467443544595382,-1.16696760438094,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",8e+05,5.90308998699194
-0.180385690308338,0.74886446083176,-0.451028978383377,-1.23896466549822,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","h","S",785000,5.89486965674525
-0.180385690308338,-0.361040000681673,-0.480070133989355,-1.11032991630171,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",710000,5.85125834871908
-0.180385690308338,-0.50115766444463,-0.385370713535,-1.07481136615067,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","VB",920000,5.96378782734556
-0.180385690308338,-0.173490804912877,-0.401785279747094,-1.00953403073762,"Grandes","Antigua","Hasta_1_plaza","Western_Metropolitan","h","VB",940000,5.9731278535997
-0.180385690308338,-0.818410644338145,-0.404310597625871,-1.02777328622047,"Grandes","Moderna","2_o_más_plazas","Western_Metropolitan","h","S",1082000,6.03422726077055
-0.180385690308338,0.310476738818891,-0.409361233383425,-0.983615088735327,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","SP",1210000,6.08278537031645
-0.180385690308338,0.336918261834217,-0.315924471868503,-1.22552521408948,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",880000,5.94448267215017
-0.180385690308338,0.60336758306717,-0.408098574443992,-1.15544807460205,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","S",335000,5.52504480703685
-0.180385690308338,0.743621324679029,-0.405573256565215,-1.01241391318213,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","PI",1260000,6.10037054511756
-0.180385690308338,2.33895260522024,-0.469968862474248,-0.960576029177827,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","h","PI",1400000,6.14612803567824
-0.180385690308338,-0.435626801038166,-0.517949902171097,-0.989374853624633,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",1220000,6.08635983067475
