"Suburb","Address","Rooms","Distance","Lattitude","Longtitude","SellerG","Date","Postcode","Bedroom2","Bathroom","YearBuilt","CouncilArea","CarImp","LandsizeImp","sqrt_distance_std","log_landsize_std","lattitude_std","longtitude_std","log_room_land_std","rooms_cat","year_built_cat","car_cat","Regionname","Type","Method","bath_cat","bed_cat","sell_rate_cat","may_have_water","Price","log_price","price_label","price_label_high","kmeans_cluster"
"Malvern East","11 Findon St",2,11.2,-37.8717,145.0399,"Biggin","3/12/2016",3145,2,1,1910,"Stonnington",1,310,0.325225173108187,-0.439734133599994,-0.782542475979343,0.427083429264529,-0.0009609419098605,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",1036000,6.01535975540921,TRUE,FALSE,2
"Reservoir","1/14 Ludeman Ct",2,11.2,-37.6984,144.9997,"Ray","27/06/2016",3073,2,1,2012,"Darebin",1,236,0.325225173108187,-0.809140178665034,1.39884962292957,0.0401940497458453,0.363974602716788,"Pequeñas","Moderna","Pocas_plazas","Northern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",433000,5.63648789635337,FALSE,FALSE,1
"Pascoe Vale","10/43 Arndt Rd",2,9.9,-37.7216,144.9292,"hockingstuart","20/05/2017",3044,2,1,1988,"Moreland",1,134,0.0976352496842751,-1.57573286995256,1.1068225214022,-0.63830598149945,1.12129009616673,"Pequeñas","Moderna","Pocas_plazas","Northern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",427500,5.63093611906419,FALSE,FALSE,1
"Dingley Village","12 Campbell Gr",3,22.2,-37.98068,145.12494,"Ray","19/08/2017",3172,3,2,NA,"",2,534,1.87692352515638,0.29683307673439,-2.15431461065391,1.24551807688283,-0.186088972523797,"Medianas","Desconocido","Muchas_plazas","South_Eastern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",871000,5.94001815500766,FALSE,FALSE,4
"West Footscray","10/745 Barkly St",2,8.2,-37.796,144.8634,"Sweeney","27/11/2016",3012,2,1,NA,"Maribyrnong",1,390,-0.223904489800183,-0.128793188333706,0.170321816504225,-1.27157267732852,-0.308138923221722,"Pequeñas","Desconocido","Pocas_plazas","Western_Metropolitan","u","PI","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",262500,5.41912930774198,FALSE,FALSE,1
"Sunshine","51 Ardoyne St",4,12.6,-37.7966,144.8252,"Douglas","6/08/2016",3020,4,2,NA,"Brimbank",1,807,0.555991366092782,0.856112100360003,0.162769391464742,-1.63921382901063,-0.353671820526903,"Grandes","Desconocido","Pocas_plazas","Western_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares","FALSE",7e+05,5.84509804001426,FALSE,FALSE,3
"Doncaster","3 Hampshire Rd",4,12.4,-37.79423,145.13696,"Barry","17/06/2017",3108,4,2,2008,"Manningham",2,280,0.523839365128413,-0.577590974081789,0.192601470370756,1.36119992618259,1.06268077925851,"Grandes","Moderna","Muchas_plazas","Eastern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Menos_populares","FALSE",1120000,6.04921802267018,TRUE,FALSE,3
"Yarraville","14 Finlay St",4,7,-37.8186,144.8764,"Village","25/02/2017",3013,4,2,NA,"Maribyrnong",2,431,-0.471500213042954,0.00659678252361075,-0.114152859983665,-1.14645919638986,0.485562781410161,"Grandes","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares","FALSE",1028000,6.01199311465926,TRUE,FALSE,3
"Heidelberg West","122 Altona St",3,8.8,-37.74591,145.04449,"Ray","16/09/2017",3081,3,2,NA,"",2,605,-0.106917117706195,0.465909269606069,0.800823433551792,0.471258112149944,-0.353119028889448,"Medianas","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",846000,5.92737036303902,FALSE,FALSE,5
"Brunswick West","7/80 Hopetoun Av",2,5.2,-37.75201,144.9336,"Nelson","29/07/2017",3055,2,2,NA,"Moreland",1,484,-0.886863998754114,0.163678471270251,0.724040445650252,-0.595959880258559,-0.597071131590531,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","u","VB","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",4e+05,5.60205999132796,FALSE,FALSE,5
"Yarraville","3/367 Williamstown Rd",2,6.3,-37.82356,144.88191,"hockingstuart","8/07/2017",3013,2,1,NA,"Maribyrnong",1,100,-0.625836232645037,-1.97213137914392,-0.176586240310162,-1.09343032869947,1.51289144588333,"Pequeñas","Desconocido","Pocas_plazas","Western_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",440000,5.64345267648619,FALSE,FALSE,2
"Oak Park","1 Jacaranda St",3,11.5,-37.7152,144.9165,"Stockdale","17/09/2016",3046,3,2,1960,"Moreland",2,382,0.375838204425088,-0.156865139934853,1.18738172182353,-0.760532228262773,0.262118651602057,"Medianas","Antigua","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",770000,5.88649072517248,FALSE,FALSE,5
"Canterbury","17 McGregor St",4,8.4,-37.82875,145.08403,"Jellis","9/09/2017",3126,4,2,NA,"",2,618,-0.184447098139783,0.494704305633563,-0.241914716901824,0.851795576482671,0.0033622674712725,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares","FALSE",3130000,6.49554433754645,TRUE,TRUE,3
"Kew East","2/37 Strathalbyn St",2,7.5,-37.7969,145.0511,"Nelson","7/05/2016",3102,2,1,1960,"Boroondara",1,650,-0.365941248179525,0.563080877360417,0.158993178944956,0.534873505150357,-0.991640025464602,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",605000,5.78175537465247,FALSE,FALSE,1
"St Kilda","50 Fawkner St",2,6.1,-37.865,144.9804,"Marshall","22/08/2016",3182,2,1,NA,"Port Phillip",4,147,-0.671490125725233,-1.4503230531853,-0.698207063038321,-0.145551348878677,0.997397971511778,"Pequeñas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",1250000,6.09691001300806,TRUE,FALSE,2
"Melton","2 Kym Pl",4,31.7,-37.69159,144.5864,"Ryder","17/06/2017",3337,4,2,2004,"Melton",2,642,2.92111505995216,0.546307620519578,1.48456964712774,-3.93745223271869,-0.0476165512948172,"Grandes","Moderna","Muchas_plazas","Western_Victoria","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares","FALSE",420000,5.6232492903979,FALSE,FALSE,5
"Thornbury","327 Gillies St",3,6.5,-37.763,145.0198,"Nelson","12/06/2016",3071,3,2,NA,"Darebin",2,398,-0.580901433361038,-0.101291265172405,0.585705193676568,0.233638739505324,0.207217324121407,"Medianas","Desconocido","Muchas_plazas","Northern_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",1210000,6.08278537031645,TRUE,FALSE,5
"Carnegie","6/7 Judd St",2,11.4,-37.8986,145.0567,"Gary","28/05/2016",3163,2,1,1980,"Glen Eira",1,271,0.359041354788533,-0.621841038918851,-1.12114286525033,0.588768543093408,0.178942131038254,"Pequeñas","Moderna","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",435000,5.63848925695464,FALSE,FALSE,2
"Coburg","34 Soudan St",2,6.7,-37.73883,144.95321,"Nelson","24/06/2017",3058,2,1,1930,"Moreland",1,476,-0.536652782449735,0.141104229044369,0.889942049017918,-0.407231006319214,-0.574770079695764,"Pequeñas","Antigua","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",996000,5.9982593384237,TRUE,FALSE,1
"Essendon","4/11 Stanley St",1,8,-37.7578,144.9134,"Brad","29/04/2017",3040,1,1,1960,"Moonee Valley",1,62,-0.263846075583024,-2.61959414874314,0.651159544019018,-0.790366981409907,1.22506550639889,"Pequeñas","Antigua","Pocas_plazas","Western_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",426500,5.62991903550354,FALSE,FALSE,1
"Northcote","156 Separation St",2,5.5,-37.7704,145.0067,"Brad","10/12/2016",3070,2,1,NA,"Darebin",0,367,-0.813138691107031,-0.211121653782873,0.492558618189527,0.107562847174522,-0.226806785379532,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",9e+05,5.95424250943933,FALSE,FALSE,1
"Bundoora","84 Linacre Dr",4,12.1,-37.68646,145.08183,"Barry","12/08/2017",3083,4,2,NA,"Whittlesea",2,637,0.475121203369544,0.535717862273679,1.54914288121566,0.830622525862089,-0.037154948826316,"Grandes","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares","FALSE",1300000,6.11394335230684,TRUE,FALSE,5
"Kew","3/81 Derby St",2,5.6,-37.8003,145.0375,"Marshall","4/03/2017",3101,2,1,1970,"Boroondara",2,91,-0.789012572573048,-2.09986794952794,0.116196103721132,0.403985555860481,1.63908216610726,"Pequeñas","Antigua","Muchas_plazas","Southern_Metropolitan","u","PI","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",630000,5.79934054945358,FALSE,FALSE,1
"Coburg","1 Shaftsbury St",4,7.8,-37.7537,144.9532,"Grantham","24/09/2016",3058,4,1,1930,"Moreland",1,488,-0.304290130513396,0.174826050082549,0.702767781788949,-0.407327247458428,0.31936940098523,"Grandes","Antigua","Pocas_plazas","Northern_Metropolitan","h","SP","Pocos_baños","Muchos_dormitorios","Menos_populares","FALSE",990000,5.99563519459755,TRUE,FALSE,1
"Northcote","15 Bird Av",3,5.3,-37.76198,144.99087,"Collins","15/07/2017",3070,3,1,1940,"Darebin",2,449,-0.862058108666718,0.0620127328444072,0.598544316243858,-0.0447868761533049,0.0458896083135047,"Medianas","Antigua","Muchas_plazas","Northern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",1100000,6.04139268515823,TRUE,FALSE,1
"Watsonia","12 Black St",4,14.9,-37.711,145.081,"Barry","8/04/2017",3087,4,2,NA,"Banyule",2,729,0.908838641293599,0.718435070456615,1.24024869710008,0.822634511310311,-0.217660938838364,"Grandes","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares","FALSE",952000,5.97863694838447,TRUE,FALSE,5
"Ashwood","147 Huntingdale Rd",3,12.2,-37.8671,145.1117,"Buxton","19/11/2016",3147,3,1,1960,"Monash",1,557,0.491427011323639,0.353948290884946,-0.724640550676555,1.11809480860413,-0.24251298631824,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",785000,5.89486965674525,FALSE,FALSE,2
"Hawthorn East","10/26 Redfern Rd",3,7.5,-37.8302,145.0525,"Jellis","8/10/2016",3123,3,2,2005,"Boroondara",2,94,-0.365941248179525,-2.05593686020278,-0.260166410747262,0.548347264636256,2.13820807076416,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",1110000,6.04532297878666,TRUE,FALSE,3
"Kew","25/912 Glenferrie Rd",1,5.6,-37.8083,145.0382,"hockingstuart","13/05/2017",3101,1,1,NA,"Boroondara",1,534,-0.789012572573048,0.29683307673439,0.0154971031944306,0.410722435603294,-1.65606752353363,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",468000,5.67024585307412,FALSE,FALSE,1
"Watsonia","5 Regis Ct",5,14.9,-37.705,145.0825,"Barry","6/05/2017",3087,5,1,1970,"Banyule",2,545,0.908838641293599,0.32444970537488,1.31577294749509,0.837070682187533,0.470129713666866,"Grandes","Antigua","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Muchos_dormitorios","Más_populares","FALSE",826000,5.91698004732038,FALSE,FALSE,1
"Fawkner","3 Brian St",3,12.4,-37.695,144.9676,"Brad","8/04/2017",3060,3,1,1960,"Moreland",2,585,0.523839365128413,0.420378152711656,1.4416466981534,-0.26874000703387,-0.308138923221722,"Medianas","Antigua","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",660000,5.81954393554187,FALSE,FALSE,1
"Fawkner","15 Dowding Cl",3,12.4,-37.6972,144.9634,"Nelson","28/05/2016",3060,3,2,NA,"Moreland",2,305,0.523839365128413,-0.461757759985299,1.41395447300854,-0.309161285491022,0.563321503686313,"Medianas","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",480000,5.68124123737559,FALSE,FALSE,5
"Port Melbourne","111/99 Dow St",2,3.8,-37.8415,144.9412,"hockingstuart","4/03/2017",3207,2,2,NA,"Port Phillip",1,2166,-1.26311443379865,2.19335274173654,-0.402403748991252,-0.522816614478939,-2.6021825671029,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","u","VB","Muchos_baños","Pocos_dormitorios","Más_populares","TRUE",575000,5.75966784468963,FALSE,FALSE,3
"St Kilda","5 Octavia St",2,6.1,-37.8579,144.9844,"hockingstuart","29/04/2017",3182,2,1,NA,"Port Phillip",0,190,-0.671490125725233,-1.10278959763004,-0.608836700070888,-0.107054893205265,0.654070317367111,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",920000,5.96378782734556,TRUE,FALSE,2
"Reservoir","1/209 Purinuan Rd",2,11.2,-37.7071,145.0108,"Nelson","13/05/2017",3073,2,2,2007,"Darebin",2,254,0.325225173108187,-0.709586740365177,1.28933945985685,0.147021714239804,0.265625946243077,"Pequeñas","Moderna","Muchas_plazas","Northern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",652000,5.81424759573192,FALSE,FALSE,5
"Hadfield","11 Walter St",3,11.2,-37.71236,144.94332,"Philip","17/06/2017",3046,3,1,NA,"Moreland",2,634,0.325225173108187,0.529324035231337,1.22312986701057,-0.502413492972071,-0.415766357865221,"Medianas","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",810000,5.90848501887865,FALSE,FALSE,1
"Coburg","1/51 The Grove",2,7.8,-37.7519,144.9721,"Jellis","27/06/2016",3058,2,1,1969,"Moreland",1,431,-0.304290130513396,0.00659678252361075,0.725425056907486,-0.22543149440111,-0.441890423533802,"Pequeñas","Antigua","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",605000,5.78175537465247,FALSE,FALSE,1
"Reservoir","1/1 Leamington St",3,11.2,-37.7132,145.0075,"Barry","7/05/2016",3073,3,2,2003,"Darebin",1,267,0.325225173108187,-0.641981531669275,1.21255647195523,0.115262138309205,0.741364232420167,"Medianas","Moderna","Pocas_plazas","Northern_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",625000,5.79588001734407,FALSE,FALSE,5
"Preston","41 Kathleen St",3,8.8,-37.737,145.0227,"Ray","10/09/2016",3072,3,1,NA,"Darebin",1,537,-0.106917117706195,0.304420901508997,0.912976945388371,0.261548669868445,-0.193584970501212,"Medianas","Desconocido","Pocas_plazas","Northern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",843000,5.92582757462474,FALSE,FALSE,1
"Armadale","34a Rose St",2,6.3,-37.851,145.0161,"RT","17/09/2016",3143,3,1,NA,"Stonnington",2,169,-0.625836232645037,-1.26142689642155,-0.521983812116615,0.198029518007246,0.810787809692899,"Pequeñas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","TRUE",1125000,6.05115252244738,TRUE,FALSE,2
"Chadstone","2/16 Westbrook St",3,13.6,-37.8827,145.0942,"hockingstuart","20/05/2017",3148,3,2,2012,"Monash",2,213,0.713054052940061,-0.948022243009162,-0.921003601703547,0.949672815032435,1.0437012817532,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","t","VB","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",820000,5.91381385238372,FALSE,FALSE,4
"Clifton Hill","34 Fenwick St",3,3.6,-37.78888,145.00036,"Jellis","3/09/2017",3068,3,2,1990,"",1,123,-1.32221591175512,-1.69174658957072,0.259943926972965,0.0465459649320746,1.77842517999572,"Medianas","Moderna","Pocas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",1436000,6.15715443990628,TRUE,TRUE,3
"Hampton East","2/2 Flowerdale Rd",2,14.5,-37.9432,145.0348,"Buxton","19/11/2016",3188,2,1,1994,"Bayside",1,217,0.849540522444751,-0.922822945345195,-1.68253979318644,0.378000448280825,0.476281596409283,"Pequeñas","Moderna","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",801000,5.90363251608424,FALSE,FALSE,2
"Brunswick East","120 Victoria St",3,4.5,-37.7684,144.9739,"Jellis","27/11/2016",3057,3,2,1940,"Moreland",2,190,-1.06763966916345,-1.10278959763004,0.517733368321225,-0.20810808934828,1.19659566343298,"Medianas","Antigua","Muchas_plazas","Northern_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",1325000,6.12221587827283,TRUE,FALSE,5
"Ormond","1/75 Lillimur Rd",2,11.8,-37.8986,145.042,"Gary","19/11/2016",3204,2,1,2011,"Glen Eira",1,379,0.425795260152539,-0.167543958827316,-1.12114286525033,0.447294068493241,-0.269857109148274,"Pequeñas","Moderna","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",475000,5.67669360962487,FALSE,FALSE,2
"Richmond","18 Buckingham St",3,2.6,-37.8139,145.0012,"Biggin","17/09/2016",3121,3,3,2009,"Yarra",1,58,-1.64608904539967,-2.70992249226074,-0.0549921971741622,0.0546302206236143,2.78427925991066,"Medianas","Moderna","Pocas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",9e+05,5.95424250943933,FALSE,FALSE,3
"Doncaster","35 Bordeaux St",4,13.9,-37.782,145.1194,"Jellis","10/12/2016",3108,4,2,1970,"Manningham",2,655,0.759037964280941,0.573459649831318,0.34654506742593,1.19220048577562,-0.0744399905345669,"Grandes","Antigua","Muchas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares","FALSE",1430000,6.15533603746506,TRUE,TRUE,3
"Templestowe Lower","2/92 Foote St",3,13.8,-37.7586,145.1211,"Jellis","6/05/2017",3107,3,2,2011,"Manningham",3,281,0.74376563203617,-0.572762365830868,0.641089643966374,1.20856147943685,0.672982747273127,"Medianas","Moderna","Muchas_plazas","Eastern_Metropolitan","t","PI","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",940000,5.9731278535997,TRUE,FALSE,5
"Port Melbourne","405/155 Beach St",2,3.8,-37.8392,144.9257,"Kay","10/12/2016",3207,2,2,2007,"Port Phillip",2,323,-1.26311443379865,-0.384094394503878,-0.373452786339768,-0.671990380213788,-0.0559273366431964,"Pequeñas","Moderna","Muchas_plazas","Southern_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Más_populares","TRUE",1610000,6.20682587603185,TRUE,TRUE,3
"Balwyn North","2/10 Bolinda Rd",3,9.7,-37.79294,145.08583,"Marshall","27/05/2017",3104,3,2,2001,"Boroondara",1,260,0.0613230838459341,-0.677964529379068,0.208839184205648,0.869118981536049,0.776911768910021,"Medianas","Moderna","Pocas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",1330000,6.12385164096709,TRUE,FALSE,3
"Port Melbourne","178 Princes St",3,3.5,-37.83789,144.93834,"Chisholm","29/07/2017",3207,3,1,NA,"Port Phillip",1,324,-1.35238249586399,-0.379907611634109,-0.356963325003569,-0.550341580286024,0.482461894415288,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","TRUE",2730000,6.43616264704076,TRUE,TRUE,2
"Bentleigh East","23 York St",4,13.9,-37.9193,145.0691,"First","16/04/2016",3165,3,1,1950,"Glen Eira",2,610,0.759037964280941,0.477056848418367,-1.38170152911305,0.708107555681123,0.0207961576204414,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",1035000,6.01494034979294,TRUE,FALSE,2
"Richmond","52 Hunter St",2,2.6,-37.8209,145.0052,"Biggin","27/11/2016",3121,2,1,1900,"Yarra",0,156,-1.64608904539967,-1.36983859507319,-0.14310382263506,0.0931266762970266,0.91788752508703,"Pequeñas","Antigua","Pocas_plazas","Northern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",1150000,6.06069784035361,TRUE,FALSE,2
"Malvern East","24 Prior Rd",2,11.2,-37.8835,145.0886,"Jellis","14/05/2016",3145,2,1,1960,"Stonnington",2,604,0.325225173108187,0.463668701386496,-0.93107350175619,0.895777777089658,-0.893430921779861,"Pequeñas","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",1150000,6.06069784035361,TRUE,FALSE,2
"Templestowe Lower","208 Templestowe Rd",4,13.8,-37.7564,145.1043,"Barry","27/06/2016",3107,4,1,1960,"Manningham",2,618,0.74376563203617,0.494704305633563,0.668781869111233,1.04687636560797,0.0033622674712725,"Grandes","Antigua","Muchas_plazas","Eastern_Metropolitan","h","S","Pocos_baños","Muchos_dormitorios","Menos_populares","FALSE",903000,5.95568775031351,FALSE,FALSE,1
"Alphington","4/2 Miller St",2,6.4,-37.7804,145.0308,"Miles","12/11/2016",3078,2,2,2004,"Darebin",3,155,-0.603281065705252,-1.37854874200366,0.366684867531217,0.339503992607413,0.926492263034103,"Pequeñas","Moderna","Muchas_plazas","Northern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",805000,5.90579588036787,FALSE,FALSE,3
"Moonee Ponds","86 Waverley St",3,6.2,-37.76285,144.90575,"Sweeney","3/09/2017",3039,3,2,1915,"",0,411,-0.648571130555659,-0.0577584663872781,0.587593299936595,-0.863991452885326,0.164211353195904,"Medianas","Antigua","Pocas_plazas","Western_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",1210000,6.08278537031645,TRUE,FALSE,5
"Footscray","6/248 Gordon St",1,6.4,-37.7971,144.8883,"Biggin","20/05/2017",3011,1,1,NA,"Maribyrnong",1,267,-0.603281065705252,-0.641981531669275,0.156475703931795,-1.03193224076122,-0.728614318589668,"Pequeñas","Desconocido","Pocas_plazas","Western_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",315000,5.4983105537896,FALSE,FALSE,1
"Essendon","14 Shaftesbury St",3,7.5,-37.75238,144.92249,"Frank","26/08/2017",3040,3,2,1886,"",1,665,-0.365941248179525,0.593981605767911,0.719383116875846,-0.702883785892279,-0.479641451500589,"Medianas","Antigua","Pocas_plazas","Western_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",1580000,6.19865708695442,TRUE,TRUE,5
"Brighton East","1/2 Robinson St",3,10.7,-37.9196,145.0205,"Buxton","17/09/2016",3187,3,2,2000,"Bayside",2,337,0.239339486832433,-0.326625396671955,-1.38547774163284,0.240375619248137,0.429824493387635,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","t","PI","Muchos_baños","Pocos_dormitorios","Más_populares","TRUE",1300000,6.11394335230684,TRUE,FALSE,4
"Hadfield","99 Hilton St",3,11.2,-37.70325,144.94757,"Eview","22/07/2017",3046,3,1,1950,"Moreland",2,325,0.325225173108187,-0.37573373104325,1.33780085386031,-0.461511008819396,0.478338525545233,"Medianas","Antigua","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",550000,5.74036268949424,FALSE,FALSE,1
"Sunshine West","34 Ralph St",4,10.5,-37.78945,144.80062,"hockingstuart","22/07/2017",3020,4,2,NA,"Brimbank",2,699,0.204424535798142,0.661518159018622,0.252769123185398,-1.87577454912417,-0.161432827924711,"Grandes","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares","FALSE",859000,5.93399316383124,FALSE,FALSE,3
"Murrumbeena","49 Dalny Rd",3,12.1,-37.902,145.0705,"hockingstuart","27/06/2016",3163,3,2,1950,"Glen Eira",2,506,0.475121203369544,0.223884968881737,-1.16393994047415,0.721581315167022,-0.114023672498713,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",1100000,6.04139268515823,TRUE,FALSE,4
"Abbotsford","6/219 Nicholson St",2,2.5,-37.8015,144.9972,"Collins","18/06/2016",3067,2,1,1970,"Yarra",1,182,-1.68168333478005,-1.16105334112427,0.101091253642167,0.0161337649499284,0.711628961163293,"Pequeñas","Antigua","Pocas_plazas","Northern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",5e+05,5.69897000433602,FALSE,FALSE,1
"Ashburton","4 Baker Pde",3,11,-37.8605,145.0833,"hockingstuart","22/05/2016",3147,3,1,NA,"Boroondara",2,545,0.291105689070008,0.32444970537488,-0.641563875242068,0.844769973322215,-0.213371388576014,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",1500000,6.17609125905568,TRUE,TRUE,2
"Elwood","5/282 Barkly St",2,7.7,-37.8749,144.9799,"Buxton","18/03/2017",3184,2,1,NA,"Port Phillip",1,316,-0.324706614433311,-0.413769954867763,-0.822822076190006,-0.150363405838025,-0.0266109057721522,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",525500,5.72057272036426,FALSE,FALSE,2
"Heidelberg West","1 Ebony Pde",3,8.8,-37.74307,145.0399,"William","1/07/2017",3081,3,1,NA,"Banyule",1,577,-0.106917117706195,0.401728313402472,0.836571578738747,0.427083429264529,-0.28971478166687,"Medianas","Desconocido","Pocas_plazas","Eastern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",710000,5.85125834871908,FALSE,FALSE,1
"Rosanna","21 Ruthven St",3,11.4,-37.7299,145.0656,"Miles","7/05/2016",3084,3,1,1950,"Banyule",2,1016,0.359041354788533,1.16804247644216,1.0023473083558,0.674423156966784,-1.04675511757898,"Medianas","Antigua","Muchas_plazas","Eastern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",1050000,6.02118929906994,TRUE,FALSE,1
"Northcote","179 Arthurton Rd",3,5.3,-37.76788,144.98621,"Ray","15/07/2017",3070,3,2,1920,"Darebin",0,258,-0.862058108666718,-0.688423447604593,0.524278803355479,-0.0896352470129465,0.787244114765827,"Medianas","Antigua","Pocas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",1307500,6.11644169753931,TRUE,FALSE,5
