"Suburb","Address","Rooms","Distance","Lattitude","Longtitude","SellerG","Date","Postcode","Bedroom2","Bathroom","YearBuilt","CouncilArea","CarImp","LandsizeImp","sqrt_distance_std","log_landsize_std","lattitude_std","longtitude_std","rooms_cat","year_built_cat","car_cat","Regionname","Type","Method","bath_cat","bed_cat","sell_rate_cat","Price","log_price","price_label","price_label_high"
"Balwyn North","45 Cityview Rd",4,9.2,-37.7898,145.079,"Ray","6/08/2016",3104,4,3,NA,"Boroondara",3,667,-0.0348300509412516,0.583446743665814,0.247806997766688,0.803009565127176,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1750000,6.24303804868629,TRUE,TRUE
"Balwyn North","15 Ellendale St",3,9.2,-37.7893,145.092,"Christopher","6/08/2016",3104,3,2,2003,"Boroondara",1,207,-0.0348300509412516,-0.979730354270043,0.254083684719692,0.928147642150486,"Medianas","Moderna","Pocas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",1150000,6.06069784035361,TRUE,FALSE
"Balwyn North","85 Tannock St",3,9.2,-37.7851,145.0957,"Noel","6/08/2016",3104,3,2,1953,"Boroondara",2,645,-0.0348300509412516,0.538638757560376,0.306807855124639,0.963763864072305,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Más_populares",1575000,6.19728055812562,TRUE,TRUE
"Balwyn North","6 Abassia St",6,9.2,-37.8021,145.0985,"hockingstuart","7/05/2016",3104,4,2,NA,"Boroondara",2,724,-0.0348300509412516,0.692997872720231,0.0934004987234891,0.990716680662004,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1505000,6.17753649992986,TRUE,TRUE
"Balwyn North","30 Clifton St",4,9.2,-37.798,145.1007,"hockingstuart","7/05/2016",3104,4,2,1965,"Boroondara",2,662,-0.0348300509412516,0.573394270039462,0.144869331737889,1.01189389369659,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1572000,6.19645254170339,TRUE,TRUE
"Balwyn North","10 Seattle St",4,9.2,-37.784,145.0878,"Jellis","7/05/2016",3104,3,2,NA,"Boroondara",2,610,-0.0348300509412516,0.464103317572167,0.320616566421194,0.887718417265801,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Pocos_dormitorios","Más_populares",1500000,6.17609125905568,TRUE,TRUE
"Balwyn North","3/54 Severn St",4,9.2,-37.7982,145.0688,"Jellis","7/05/2016",3104,4,2,NA,"Boroondara",1,283,-0.0348300509412516,-0.561935788736435,0.142358656956705,0.704824304693565,"Grandes","Desconocido","Pocas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Muchos_dormitorios","Más_populares",1400000,6.14612803567824,TRUE,TRUE
"Balwyn North","108 Bulleen Rd",5,9.2,-37.7851,145.0775,"Jellis","7/11/2016",3104,5,3,2013,"Boroondara",2,705,-0.0348300509412516,0.657469702893855,0.306807855124639,0.788570556239671,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",1750000,6.24303804868629,TRUE,TRUE
"Balwyn North","5 Carrington St",4,9.2,-37.8025,145.0843,"Jellis","7/11/2016",3104,4,2,1990,"Boroondara",2,619,-0.0348300509412516,0.483670318243137,0.0883791491611217,0.854027396529019,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",1850000,6.26717172840301,TRUE,TRUE
"Balwyn North","40 Winfield Rd",3,9.2,-37.7977,145.1037,"Marshall","7/11/2016",3104,3,1,NA,"Boroondara",2,992,-0.0348300509412516,1.11373639016433,0.148635343909709,1.04077191147133,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Más_populares",1480000,6.17026171539496,TRUE,TRUE
"Balwyn North","7 Clifton St",4,9.2,-37.8007,145.1002,"hockingstuart","8/10/2016",3104,4,2,NA,"Boroondara",2,714,-0.0348300509412516,0.674416663014316,0.110975222191864,1.00708089073427,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1400000,6.14612803567824,TRUE,TRUE
"Balwyn North","3 Clive Ct",4,9.2,-37.7822,145.0907,"RW","8/10/2016",3104,4,3,1970,"Boroondara",2,1274,-0.0348300509412516,1.44798706600593,0.343212639451847,0.915633834448018,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",2130000,6.32837960343874,TRUE,TRUE
"Balwyn North","2/34 Doncaster Rd",3,9.2,-37.7933,145.0672,"Fletchers","8/10/2016",3104,3,2,NA,"Boroondara",2,244,-0.0348300509412516,-0.760031267285204,0.20387018909584,0.689422695213815,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Más_populares",1050000,6.02118929906994,TRUE,FALSE
"Balwyn North","7 Page St",5,9.2,-37.802,145.0797,"RW","8/10/2016",3104,4,4,1967,"Boroondara",2,624,-0.0348300509412516,0.494418304142925,0.0946558361141256,0.809747769274532,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",3690000,6.56702636615906,TRUE,TRUE
"Balwyn North","8 Cash St",4,9.2,-37.7843,145.0891,"Jellis","10/09/2016",3104,4,2,1993,"Boroondara",2,610,-0.0348300509412516,0.464103317572167,0.316850554249374,0.900232224968268,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",1740000,6.2405492482826,TRUE,TRUE
"Balwyn North","7 Grieve St",4,9.2,-37.7981,145.0904,"Jellis","10/09/2016",3104,4,3,2006,"Boroondara",2,657,-0.0348300509412516,0.563265582845508,0.143613994347342,0.912746032670463,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",2575000,6.41077723337721,TRUE,TRUE
"Balwyn North","39 Kawarren St",4,9.2,-37.783,145.0926,"Jellis","10/09/2016",3104,3,2,1970,"Boroondara",1,517,-0.0348300509412516,0.243112816816747,0.333169940327113,0.933923245705324,"Grandes","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1388800,6.14263970783242,TRUE,TRUE
"Balwyn North","185 Doncaster Rd",4,9.2,-37.7943,145.083,"Jellis","10/12/2016",3104,4,2,1939,"Boroondara",2,715,-0.0348300509412516,0.67628645679978,0.191316815189921,0.841513588826551,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1702000,6.23095955574857,TRUE,TRUE
"Balwyn North","41 Helston St",4,9.2,-37.7841,145.0953,"Fletchers/One","10/12/2016",3104,4,2,1960,"Boroondara",4,587,-0.0348300509412516,0.41275656143952,0.319361229030558,0.959913461702504,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",1800000,6.25527250510331,TRUE,TRUE
"Balwyn North","15 Moody St",4,9.2,-37.7975,145.0716,"Marshall","10/12/2016",3104,4,3,1992,"Boroondara",2,1070,-0.0348300509412516,1.21485686154367,0.151146018690893,0.731777121282991,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",2910000,6.46389298898591,TRUE,TRUE
"Balwyn North","53 Sweyn St",2,9.2,-37.7941,145.1042,"Noel","10/12/2016",3104,2,1,NA,"Boroondara",1,694,-0.0348300509412516,0.63646048958144,0.193827489971105,1.04558491443365,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1400000,6.14612803567824,TRUE,TRUE
"Balwyn North","2/11 Winfield Rd",2,9.2,-37.8008,145.104,"hockingstuart","10/12/2016",3104,2,2,NA,"Boroondara",2,204,-0.0348300509412516,-0.999233874983688,0.109719884801228,1.04365971324834,"Pequeñas","Desconocido","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",860000,5.93449845124357,FALSE,FALSE
"Balwyn North","13 Lucifer St",4,9.2,-37.7871,145.0843,"Marshall","11/03/2017",3104,4,3,NA,"Boroondara",2,689,-0.0348300509412516,0.626800523838012,0.281701107312713,0.854027396529019,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","SP","Muchos_baños","Muchos_dormitorios","Más_populares",1670000,6.22271647114758,TRUE,TRUE
"Balwyn North","141 Greythorn Rd",5,9.2,-37.8023,145.0976,"hockingstuart","12/06/2016",3104,3,1,1950,"Boroondara",1,800,-0.0348300509412516,0.826354590670528,0.0908898239423054,0.982053275329611,"Grandes","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1500000,6.17609125905568,TRUE,TRUE
"Balwyn North","23a The Boulevard",5,9.2,-37.7868,145.0677,"Noel","12/06/2016",3104,5,3,1955,"Boroondara",2,900,-0.0348300509412516,0.983708891484595,0.285467119484533,0.694235698176134,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",2200000,6.34242268082221,TRUE,TRUE
"Balwyn North","62 Clifton St",4,9.2,-37.794,145.1019,"Jellis","12/11/2016",3104,4,2,NA,"Boroondara",2,815,-0.0348300509412516,0.851172036979259,0.195082827361741,1.02344510080654,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",1350000,6.13033376849501,TRUE,TRUE
"Balwyn North","5 Lemon Rd",5,9.2,-37.7928,145.1006,"Jellis","12/11/2016",3104,5,2,NA,"Boroondara",1,1138,-0.0348300509412516,1.29717074164257,0.210146876048843,1.01093129310407,"Grandes","Desconocido","Pocas_plazas","Southern_Metropolitan","h","SP","Muchos_baños","Muchos_dormitorios","Más_populares",2070000,6.31597034545692,TRUE,TRUE
"Balwyn North","21 Maud St",3,9.2,-37.7945,145.0667,"Marshall","12/11/2016",3104,3,1,NA,"Boroondara",2,464,-0.0348300509412516,0.0986168197057089,0.188806140408737,0.684609692251222,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1300000,6.11394335230684,TRUE,FALSE
"Balwyn North","35 Corhampton Rd",3,9.2,-37.7971,145.0672,"Noel","13/08/2016",3104,2,1,1948,"Boroondara",2,854,-0.0348300509412516,0.9136192707128,0.15616736825326,0.689422695213815,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Más_populares",1750000,6.24303804868629,TRUE,TRUE
"Balwyn North","56a Clifton St",3,9.2,-37.7949,145.1014,"Noel","14/05/2016",3104,3,3,2012,"Boroondara",1,310,-0.0348300509412516,-0.44019522144947,0.18378479084637,1.01863209784422,"Medianas","Moderna","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1230000,6.0899051114394,TRUE,FALSE
"Balwyn North","28 Walnut Rd",4,9.2,-37.7889,145.0904,"Fletchers","14/05/2016",3104,3,3,1970,"Boroondara",2,665,-0.0348300509412516,0.579434826411697,0.259105034282059,0.912746032670463,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1950000,6.29003461136252,TRUE,TRUE
"Balwyn North","14 Dumblane St",5,9.2,-37.7907,145.0916,"RW","15/10/2016",3104,5,2,1955,"Boroondara",2,710,-0.0348300509412516,0.666911208208509,0.236508961251317,0.924297239780412,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1750000,6.24303804868629,TRUE,TRUE
"Balwyn North","64 Greythorn Rd",5,9.2,-37.796,145.0984,"Fletchers","15/10/2016",3104,5,2,1950,"Boroondara",2,1002,-0.0348300509412516,1.12713637654314,0.169976079549815,0.989754080069486,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",2e+06,6.30102999566398,TRUE,TRUE
"Balwyn North","11 Stephens St",4,9.2,-37.7964,145.086,"Nelson","15/10/2016",3104,4,3,NA,"Boroondara",2,1247,-0.0348300509412516,1.41936945379109,0.164954729987448,0.870391606601287,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",3e+06,6.47712125471966,TRUE,TRUE
"Balwyn North","54 Sutton St",3,9.2,-37.7956,145.0829,"Fletchers","15/10/2016",3104,3,1,1930,"Boroondara",1,722,-0.0348300509412516,0.689302248118415,0.174997429112182,0.840550988234032,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1818000,6.25959387888595,TRUE,TRUE
"Balwyn North","3 Alpha St",4,9.2,-37.7992,145.0907,"Fletchers","16/04/2016",3104,4,2,NA,"Boroondara",2,1040,-0.0348300509412516,1.17686470584807,0.129805283050787,0.915633834448018,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","SP","Muchos_baños","Muchos_dormitorios","Más_populares",2170000,6.33645973384853,TRUE,TRUE
"Balwyn North","48 Hosken St",4,9.2,-37.7988,145.089,"Jellis","16/04/2016",3104,4,2,1960,"Boroondara",2,1235,-0.0348300509412516,1.40645105393899,0.134826632613154,0.89926962437575,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",2525000,6.40226138245468,TRUE,TRUE
"Balwyn North","20 Ajax St",4,9.2,-37.7885,145.0854,"Jellis","16/07/2016",3104,4,2,1960,"Boroondara",1,654,-0.0348300509412516,0.557151304705673,0.264126383844427,0.864616003046176,"Grandes","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1620000,6.20951501454263,TRUE,TRUE
"Balwyn North","15 Illawarra Rd",3,9.2,-37.7982,145.0816,"Noel","16/07/2016",3104,3,1,1950,"Boroondara",2,713,-0.0348300509412516,0.672544248634042,0.142358656956705,0.828037180531838,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1903000,6.27943878828702,TRUE,TRUE
"Balwyn North","45 Woodville St",4,9.2,-37.7879,145.0929,"Fletchers","17/09/2016",3104,3,2,NA,"Boroondara",2,639,-0.0348300509412516,0.526152989655595,0.271658408187978,0.936811047482606,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1712000,6.23350376034113,TRUE,TRUE
"Balwyn North","12 Clifton St",4,9.2,-37.8002,145.0999,"Marshall","18/03/2017",3104,4,3,1950,"Boroondara",2,869,-0.0348300509412516,0.936881044261844,0.117251909144868,1.00419308895672,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1720000,6.23552844690755,TRUE,TRUE
"Balwyn North","6 Leicester St",4,9.2,-37.7908,145.101,"Jellis","18/03/2017",3104,4,1,NA,"Boroondara",4,1042,-0.0348300509412516,1.17943140681362,0.23525362386077,1.01478169547415,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Muchos_dormitorios","Más_populares",1670000,6.22271647114758,TRUE,TRUE
"Balwyn North","9 Seattle St",4,9.2,-37.7835,145.0883,"Fletchers","18/03/2017",3104,4,2,1974,"Boroondara",2,667,-0.0348300509412516,0.583446743665814,0.326893253374198,0.892531420228393,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1675000,6.22401481137286,TRUE,TRUE
"Balwyn North","16 Sylvan St",4,9.2,-37.7987,145.0788,"Noel","18/03/2017",3104,4,3,2014,"Boroondara",1,362,-0.0348300509412516,-0.233024192770158,0.13608197000379,0.801084363942139,"Grandes","Moderna","Pocas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Muchos_dormitorios","Más_populares",1680000,6.22530928172586,TRUE,TRUE
"Balwyn North","49 Aylmer St",3,9.2,-37.7976,145.0684,"hockingstuart","18/06/2016",3104,3,1,NA,"Boroondara",1,809,-0.0348300509412516,0.841300311459745,0.149890681300256,0.700973902323491,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Más_populares",1800000,6.25527250510331,TRUE,TRUE
"Balwyn North","14 Hedderwick St",4,9.2,-37.8005,145.0986,"Noel","18/06/2016",3104,4,3,NA,"Boroondara",4,707,-0.0348300509412516,0.6612543157411,0.113485896973048,0.991679281254523,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1550000,6.19033169817029,TRUE,TRUE
"Balwyn North","9 Stephens St",5,9.2,-37.7961,145.0859,"Marshall","18/06/2016",3104,5,5,2013,"Boroondara",4,1364,-0.0348300509412516,1.53918020660643,0.168720742159179,0.869429006008768,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",4e+06,6.60205999132796,TRUE,TRUE
"Balwyn North","5 Grieve St",4,9.2,-37.7982,145.0903,"Fletchers","19/11/2016",3104,4,2,1950,"Boroondara",2,1010,-0.0348300509412516,1.13776042809086,0.142358656956705,0.911783432078218,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",2205000,6.34340859380386,TRUE,TRUE
"Balwyn North","2/22 Severn St",3,9.2,-37.7955,145.0694,"Fletchers","19/11/2016",3104,3,2,NA,"Boroondara",2,349,-0.0348300509412516,-0.281883580973056,0.176252766502819,0.710599908248403,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",1137000,6.05576046468773,TRUE,FALSE
"Balwyn North","28 Severn St",3,9.2,-37.796,145.0696,"Jellis","19/11/2016",3104,3,2,1940,"Boroondara",3,949,-0.0348300509412516,1.05453391657596,0.169976079549815,0.71252510943344,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Pocos_dormitorios","Más_populares",2100000,6.32221929473392,TRUE,TRUE
"Balwyn North","3/1 Corhampton Rd",2,9.2,-37.7935,145.0679,"Jellis","22/05/2016",3104,2,1,1975,"Boroondara",1,177,-0.0348300509412516,-1.18890152172159,0.201359514314656,0.696160899361171,"Pequeñas","Moderna","Pocas_plazas","Southern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Más_populares",685000,5.83569057149243,FALSE,FALSE
"Balwyn North","41 Helston St",4,9.2,-37.7841,145.0953,"One","22/08/2016",3104,4,2,1960,"Boroondara",4,587,-0.0348300509412516,0.41275656143952,0.319361229030558,0.959913461702504,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",1900000,6.27875360095283,TRUE,TRUE
"Balwyn North","3/52 Maud St",2,9.2,-37.7953,145.0712,"Christopher","23/04/2016",3104,2,1,1970,"Boroondara",1,1075,-0.0348300509412516,1.22108515926552,0.178763441284003,0.72792671891319,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",735000,5.8662873390842,FALSE,FALSE
"Balwyn North","66 Almond St",3,9.2,-37.7882,145.0882,"Jellis","25/02/2017",3104,3,1,NA,"Boroondara",2,622,-0.0348300509412516,0.490129480422233,0.267892396016158,0.891568819635875,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1520000,6.18184358794477,TRUE,TRUE
"Balwyn North","19 Hedderwick St",4,9.2,-37.7997,145.0993,"Marshall","25/02/2017",3104,4,2,1950,"Boroondara",2,644,-0.0348300509412516,0.536565882913894,0.123528596097783,0.998417485401879,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",1250000,6.09691001300806,TRUE,FALSE
"Balwyn North","34 Kawarren St",6,9.2,-37.7842,145.0921,"Fletchers","25/02/2017",3104,6,3,1974,"Boroondara",2,808,-0.0348300509412516,0.839647908723873,0.31810589164001,0.929110242742731,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1900000,6.27875360095283,TRUE,TRUE
"Balwyn North","430 Balwyn Rd",5,9.2,-37.7854,145.0869,"Fletchers","27/06/2016",3104,5,3,1961,"Boroondara",2,842,-0.0348300509412516,0.894713755578264,0.303041842952819,0.879055011933681,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1875000,6.27300127206374,TRUE,TRUE
"Balwyn North","43 Helston St",4,9.2,-37.7839,145.0954,"hockingstuart","27/06/2016",3104,4,2,1960,"Boroondara",2,701,-0.0348300509412516,0.64986816066922,0.321871903811741,0.960876062295023,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1530000,6.1846914308176,TRUE,TRUE
"Balwyn North","16 Nevada St",4,9.2,-37.786,145.0886,"Jellis","27/06/2016",3104,3,2,1960,"Boroondara",5,754,-0.0348300509412516,0.747239454250229,0.295509818609268,0.895419222005949,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Pocos_dormitorios","Más_populares",1700000,6.23044892137827,TRUE,TRUE
"Balwyn North","3/191 Balwyn Rd",3,9.2,-37.8028,145.0828,"Fletchers","27/11/2016",3104,3,2,2010,"Boroondara",2,186,-0.0348300509412516,-1.12264162315461,0.0846131369893908,0.839588387641514,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",1238000,6.0927206446841,TRUE,FALSE
"Balwyn North","233 Balwyn Rd",3,9.2,-37.7982,145.0839,"Noel","27/11/2016",3104,3,1,1960,"Boroondara",0,635,-0.0348300509412516,0.517763841576636,0.142358656956705,0.850176994158944,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1320000,6.12057393120585,TRUE,FALSE
"Balwyn North","5/133 Maud St",2,9.2,-37.7961,145.0808,"hockingstuart","27/11/2016",3104,2,1,1950,"Boroondara",1,722,-0.0348300509412516,0.689302248118415,0.168720742159179,0.820336375791963,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",560000,5.7481880270062,FALSE,FALSE
"Balwyn North","123 Winfield Rd",5,9.2,-37.7898,145.1021,"RT","27/11/2016",3104,5,2,1980,"Boroondara",3,845,-0.0348300509412516,0.899465274902197,0.247806997766688,1.02537030199158,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1560000,6.19312459835446,TRUE,TRUE
"Balwyn North","30 Abbott St",5,9.2,-37.7923,145.1029,"Fletchers","28/05/2016",3104,7,2,NA,"Boroondara",0,942,-0.0348300509412516,1.04464304951374,0.216423563001847,1.03307110673145,"Grandes","Desconocido","Pocas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",1550000,6.19033169817029,TRUE,TRUE
"Balwyn North","15 Ellendale St",3,9.2,-37.7893,145.092,"Christopher","28/05/2016",3104,3,2,2003,"Boroondara",1,207,-0.0348300509412516,-0.979730354270043,0.254083684719692,0.928147642150486,"Medianas","Moderna","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1038000,6.01619735351244,TRUE,FALSE
"Balwyn North","61 Ray Dr",3,9.2,-37.7908,145.0991,"hockingstuart","28/05/2016",3104,3,2,1997,"Boroondara",2,458,-0.0348300509412516,0.0812287116670666,0.23525362386077,0.996492284216842,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Más_populares",1260000,6.10037054511756,TRUE,FALSE
"Balwyn North","9 Gildan St",3,9.2,-37.8002,145.07,"Kay","28/08/2016",3104,3,1,NA,"Boroondara",2,75100,-0.0348300509412516,6.89427076282574,0.117251909144868,0.716375511803241,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Más_populares",2e+06,6.30102999566398,TRUE,TRUE
"Balwyn North","40 Stephens St",4,9.2,-37.7993,145.0869,"Noel","28/08/2016",3104,4,2,1960,"Boroondara",2,730,-0.0348300509412516,0.704023801398422,0.12854994566015,0.879055011933681,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",2150000,6.3324384599156,TRUE,TRUE
"Balwyn North","24 Willis St",3,9.2,-37.7938,145.0838,"Fletchers","28/08/2016",3104,3,2,1955,"Boroondara",1,720,-0.0348300509412516,0.685596372117614,0.197593502142925,0.849214393566426,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Más_populares",1770000,6.24797326636181,TRUE,TRUE
"Balwyn North","2/3 Hatfield St",2,9.2,-37.7938,145.0666,"Fletchers","30/07/2016",3104,3,1,1968,"Boroondara",1,349,-0.0348300509412516,-0.281883580973056,0.197593502142925,0.683647091658704,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",691500,5.83979218444533,FALSE,FALSE
"Bentleigh","22 Hobart St",2,13,-37.925,145.046,"Woodards","3/09/2016",3204,2,1,NA,"Glen Eira",2,599,0.614925942504335,0.439792238355045,-1.44940915431742,0.485351369606445,"Pequeñas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1275000,6.10551018476997,TRUE,FALSE
"Bentleigh","1/236 Patterson Rd",3,13,-37.9273,145.0479,"hockingstuart","3/09/2016",3204,3,1,1950,"Glen Eira",2,348,0.614925942504335,-0.285717062632452,-1.47828191430117,0.50364078086375,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",875000,5.94200805302231,FALSE,FALSE
"Bentleigh","2/531 South Rd",3,13,-37.9336,145.043,"Ray","3/09/2016",3204,3,2,1997,"Glen Eira",2,362,0.614925942504335,-0.233024192770158,-1.55736816990859,0.456473351831982,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","t","PI","Muchos_baños","Pocos_dormitorios","Más_populares",895000,5.95182303531591,FALSE,FALSE
"Bentleigh","7 Marquis Rd",4,13,-37.9305,145.0449,"Woodards","3/12/2016",3204,4,1,NA,"Glen Eira",4,786,0.614925942504335,0.802768172007391,-1.51845271080019,0.474762763089287,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Muchos_dormitorios","Más_populares",1420000,6.15228834438306,TRUE,TRUE
